ID, Actual-Date, PC-Date, Date-Installed, OS, Mark, Model, Cpu, Mem, Gpu, HDD,  Short-description
0000,02/2022, 01/2008, 01/2020, Ubuntu 20.04.3 LTS, Lenovo, 2325T55 (LENOVO_MT_2325) (x230), Intel(R) Core(TM) i5-3320M CPU @ 2.60GHz, 12GiB, Intel 3rd Gen Core processor Graphics Controller, SDD250GB, "Funciona perfecto, es muy rápida, no presentó ningún problema"
